Tarih,Kapanış(TL),Min(TL),Max(TL),AOF(TL),Hacim(TL),Sermaye(mn TL),USDTRY,BIST 100,PiyasaDeğeri(mn TL),PiyasaDeğeri(mn USD),HalkaAçık PD(mn TL),HalkaAçık PD(mn USD)
10-11-2022,142.4,138.3,143.9,141.88,1357637980,607,18.6127,4467,86465,4645,58736,3156
11-11-2022,135.9,134.7,143.9,138.34,1692927051,607,18.5448,4456,82518,4450,56055,3023
14-11-2022,135.3,134.7,137.2,135.66,1065536927,607,18.6153,4570,82154,4413,55807,2998
15-11-2022,134,132.7,136.8,134.31,1421153717,607,18.6199,4657,81365,4370,55271,2968
16-11-2022,129.6,129.3,136.1,132.96,1494591429,607,18.6251,4669,78693,4225,53456,2870
17-11-2022,125.3,124.1,130.2,126.9,913901531,607,18.6294,4507,76082,4084,51683,2774
18-11-2022,130.7,125.5,130.7,128.96,823400010,607,18.628,4527,79361,4260,53910,2894
21-11-2022,128.2,125.3,132.9,127.84,1391194509,607,18.6314,4570,77843,4178,52879,2838
22-11-2022,131.7,126.9,132,129.46,1365303827,607,18.6369,4781,79968,4291,54322,2915
23-11-2022,130,129,133.1,130.12,1191567673,607,18.6397,4854,78936,4235,53621,2877
24-11-2022,132.6,129.6,133.4,131.6,1666803956,607,18.638,4858,80515,4320,54694,2935
25-11-2022,132.3,131.8,133.7,132.82,1171381079,607,18.6406,4874,80333,4310,54570,2927
28-11-2022,133.3,132,135,133.53,1275703450,607,18.6404,4923,80940,4342,54958,2948
29-11-2022,134.4,132.3,136.1,133.91,1430989928,607,18.6475,4962,81608,4376,55412,2972
30-11-2022,134.5,132.6,135.2,134.22,2208426170,607,18.653,4978,81668,4378,55453,2973
01-12-2022,131,130.5,135.9,133.56,1876799809,607,18.6458,5046,79543,4266,54010,2897
02-12-2022,123,122.9,129.9,124.97,2302829229,607,18.6438,4963,74686,4006,50712,2720
05-12-2022,120.6,117.7,125.3,122.05,2516867749,607,18.6465,4958,73228,3927,49722,2667
06-12-2022,126.9,120.2,127.8,124.56,1742626929,607,18.6479,5000,77054,4132,52319,2806
07-12-2022,119.6,118.3,126.8,121.41,1821073965,607,18.6501,4827,72621,3894,49310,2644
08-12-2022,122,118.4,122.2,120.49,1362609368,607,18.6538,4856,74078,3971,50299,2696
09-12-2022,123,121,123.5,122.36,1073005942,607,18.6544,5005,74686,4004,50712,2718
12-12-2022,124.8,123.1,126.6,124.77,1301183308,607,18.6534,5193,75779,4062,51454,2758
13-12-2022,132.9,125.5,134.2,131.16,2653295867,607,18.6581,5256,80697,4325,54793,2937
14-12-2022,127.7,126.1,133.4,129.91,1489601654,607,18.6602,5067,77539,4155,52649,2821
15-12-2022,128.5,126.5,131,128.92,995940351,607,18.6589,5189,78025,4182,52979,2839
16-12-2022,130.4,126.9,131.2,129.22,1167123793,607,18.6603,5214,79179,4243,53762,2881
19-12-2022,131.1,130.1,132.8,131.55,1286196474,607,18.6647,5392,79604,4265,54051,2896
20-12-2022,135.4,131,136.6,134.54,1769924302,607,18.6717,5419,82215,4403,55824,2990
21-12-2022,138.8,134.4,140,137.68,2146817217,607,18.6768,5429,84279,4513,57226,3064
22-12-2022,138.1,137.2,140.3,138.96,1169601952,607,18.6858,5447,83854,4488,56937,3047
23-12-2022,136.9,135.1,139.2,137.25,939010761,607,18.6928,5455,83126,4447,56442,3019
26-12-2022,135.7,135.4,138.5,136.82,995614603,607,18.6986,5504,82397,4407,55948,2992
27-12-2022,137.1,135.9,138.7,137.58,1067098856,607,18.715,5435,83247,4448,56525,3020
28-12-2022,134.5,132.7,137.6,135.18,1253597832,607,18.7301,5346,81668,4360,55453,2961
29-12-2022,136.5,134.1,138.1,136.24,735638721,607,18.7303,5477,82883,4425,56277,3005
30-12-2022,136.9,136.6,139.9,138,1336270549,607,18.732,5509,83126,4438,56442,3013
02-01-2023,139.3,137.8,140.2,139.37,967253731,607,18.7366,5661,84583,4514,57432,3065
03-01-2023,140,137.8,142.9,140.54,1966393177,607,18.7442,5627,85008,4535,57720,3079
04-01-2023,136.6,135.8,141.8,139.08,1416390110,607,18.7531,5523,82944,4423,56319,3003
05-01-2023,127.3,127,137.6,133.26,1061609838,607,18.7725,5116,77297,4118,52484,2796
06-01-2023,129.4,124,131.6,128.79,1342902405,607,18.7836,5342,78572,4183,53350,2840
09-01-2023,130.8,127,133,130.79,1341875056,607,18.7876,5171,79422,4227,53927,2870
10-01-2023,130,128.3,133.1,131.22,958163835,607,18.7893,4988,78936,4201,53598,2853
11-01-2023,124.4,124.4,133,129.1,996377614,607,18.7919,4729,75536,4020,51289,2729
12-01-2023,126,121.2,129.4,125.26,1355139094,607,18.7946,4971,76507,4071,51948,2764
13-01-2023,123.1,122.8,127,125.07,1192669374,607,18.793,4985,74746,3977,50753,2701
16-01-2023,128.2,123.5,128.2,126.12,824733751,607,18.8019,5208,77843,4140,52855,2811
17-01-2023,131.7,127.4,133.1,130.5,802097610,607,18.8029,5315,79968,4253,54298,2888
18-01-2023,134.4,131,135.2,133.38,1130378176,607,18.8039,5384,81608,4340,55412,2947
19-01-2023,135.3,133.1,136.7,134.7,840732254,607,18.808,5422,82154,4368,55783,2966
20-01-2023,135.3,133.9,136.7,135.41,787725809,607,18.811,5490,82154,4367,55783,2965
23-01-2023,137.1,135.5,141.1,138.35,1423508430,607,18.8183,5404,83247,4424,56525,3004
24-01-2023,136.9,134.7,138.3,136.58,1244747893,607,18.8073,5367,83126,4420,56442,3001
25-01-2023,136.4,132.2,140.1,135.93,1431347980,607,18.8188,5298,82822,4401,56236,2988
26-01-2023,133.9,133,138.2,135.73,1007819789,607,18.8191,5231,81304,4320,55205,2933
27-01-2023,133.5,129,134.4,131.67,805075589,607,18.8191,5192,81061,4307,55041,2925
30-01-2023,128.3,128.2,134.1,130.05,936655087,607,18.8215,5096,77904,4139,52897,2810
31-01-2023,124.5,124.5,128.2,126.11,847528385,607,18.8216,4977,75596,4016,51345,2728
01-02-2023,119.1,119.1,125.6,122.52,949472071,607,18.8235,4713,72318,3842,49118,2609
02-02-2023,121.6,114.7,123.5,119.57,1205522528,607,18.8252,4752,73836,3922,50149,2664
03-02-2023,127,122.8,127.2,125.43,1391699808,607,18.8287,4998,77114,4096,52376,2782
06-02-2023,128.5,124,129.7,126.96,305518737,607,18.843,4930,78025,4141,52995,2812
07-02-2023,120,119,128.5,124.18,716100328,607,18.8426,4505,72864,3867,49489,2626
15-02-2023,132,126,132,130.74,692729347,607,18.8621,4950,80150,4249,54438,2886
16-02-2023,134.1,132.8,140,136.63,1215581102,607,18.8659,5009,81426,4316,55304,2931
17-02-2023,135.3,131.5,138.1,136.1,817551403,607,18.87,5027,82154,4354,55799,2957
20-02-2023,134.6,133.8,138.2,136.18,476917883,607,18.8777,5149,81729,4329,55510,2941
21-02-2023,134.3,134.1,137.2,135.46,484389966,607,18.8803,5149,81547,4319,55387,2934
22-02-2023,132,132,136.3,133.61,547528652,607,18.8846,5071,80150,4244,54438,2883
23-02-2023,133.6,131.7,134,133.03,522656029,607,18.8887,5086,81122,4295,55098,2917
24-02-2023,132.2,131.9,134.5,133,376553890,607,18.8906,5059,80272,4249,54521,2886
27-02-2023,135.2,129.9,135.4,132.87,800981590,607,18.8972,5197,82093,4344,55758,2951
28-02-2023,136.3,135,137.7,136.55,785398789,607,18.8986,5237,82761,4379,56212,2974
01-03-2023,139.2,136.7,139.9,138.49,710282214,607,18.8991,5323,84522,4472,57408,3038
02-03-2023,141.8,136.4,142.2,139.81,1011713565,607,18.901,5261,86101,4555,58480,3094
03-03-2023,136.9,134.4,141.9,137.66,976006936,607,18.8927,5212,83126,4400,56459,2988
06-03-2023,140,136.2,140.6,138.47,1021088466,607,18.9141,5392,85008,4494,57737,3053
07-03-2023,138.5,138.5,143,140.56,764358897,607,18.9247,5382,84097,4444,57119,3018
08-03-2023,139.5,136.1,139.5,137.79,504646060,607,18.9476,5438,84704,4470,57531,3036
09-03-2023,139.8,139.1,141.7,140.35,633568059,607,18.9636,5446,84887,4476,57655,3040
10-03-2023,141.6,139,142.9,141.05,1059212969,607,18.9716,5385,85980,4532,58397,3078
13-03-2023,144.3,142,147,144.59,1698487390,607,18.9835,5323,87619,4616,59511,3135
14-03-2023,137.8,137.8,146,140.83,1533342420,607,18.9855,5207,83672,4407,56830,2993
15-03-2023,137.2,134,140.1,137.4,1159718988,607,18.9924,5122,83308,4386,56583,2979
16-03-2023,145,137.4,145.2,142.5,1284075893,607,19.0098,5230,88044,4632,59799,3146
17-03-2023,145.3,143.2,150,146.56,1616183028,607,19.0127,5136,88226,4640,59923,3152
20-03-2023,143.6,142.9,149,146.02,1230426037,607,19.0261,4975,87194,4583,59222,3113
21-03-2023,140.3,140,145.5,142.64,1015249993,607,19.0357,4907,85190,4475,57861,3040
22-03-2023,140.5,138.7,142.9,140.97,834105923,607,19.0508,5001,85312,4478,57944,3042
23-03-2023,141.1,139.5,142.5,140.76,559068063,607,19.0566,5062,85676,4496,58191,3054
24-03-2023,141.8,141.1,143.7,142.39,843519048,607,19.0714,5032,86101,4515,58480,3066
27-03-2023,141,139.9,143.4,141.32,582106343,607,19.1023,4998,85615,4482,58150,3044
28-03-2023,142.8,140,146.7,143.74,1231322106,607,19.1183,4811,86708,4535,58823,3077
29-03-2023,146.9,141.7,147.4,144.59,1046990060,607,19.1415,4943,89198,4660,60512,3161
30-03-2023,147,144.9,148.8,147.36,731612914,607,19.1804,4896,89258,4654,60553,3157
31-03-2023,148.7,144.7,149.7,147.63,901411398,607,19.1878,4813,90291,4706,61253,3192
03-04-2023,148.7,143.5,151.5,147.17,1223159191,607,19.2133,4839,90291,4699,61253,3188
04-04-2023,155,148,155.2,151.51,1220072518,607,19.2347,4984,94116,4893,63848,3319
05-04-2023,153.3,153.2,157.8,155.29,773996479,607,19.2612,4920,93084,4833,63148,3279
06-04-2023,156.5,152.5,156.5,154.73,885024199,607,19.2708,4913,95027,4931,64466,3345
07-04-2023,154.7,153.5,157.1,155.31,448245294,607,19.2679,4925,93934,4875,63725,3307
10-04-2023,159.7,155,160,157.29,650195327,607,19.2727,5092,96970,5031,65784,3413
11-04-2023,159.9,157.6,162.8,160.22,886634549,607,19.2966,5124,97091,5032,65867,3413
12-04-2023,161.2,160,163.5,161.67,689728727,607,19.3232,5146,97881,5065,66402,3436
13-04-2023,162.3,159.8,163.4,161.69,941633862,607,19.3418,5136,98549,5095,66855,3457
14-04-2023,165.6,162.4,166.8,164.63,1158149606,607,19.3712,5093,100552,5191,68215,3521
17-04-2023,162.1,161.1,164.7,162.74,861036121,607,19.389,5059,98427,5076,66773,3444
18-04-2023,162,161.2,164,162.79,699208307,607,19.4104,5019,98366,5068,66732,3438
19-04-2023,162.3,161,164,162.46,551146145,607,19.4155,5061,98549,5076,66855,3443
20-04-2023,158.5,157.3,162,158.87,408068126,607,19.4155,5012,96241,4957,65290,3363
24-04-2023,156,155.5,159.7,157.47,680732252,607,19.4202,5023,94723,4878,64260,3309
25-04-2023,152.3,151.2,156.6,154.51,699667672,607,19.4286,4891,92477,4760,62736,3229
26-04-2023,153.6,147.7,155.2,151.75,822167197,607,19.4379,4784,93266,4798,63272,3255
27-04-2023,158.3,153,158.5,156.51,962035661,607,19.4453,4790,96120,4943,65208,3353
28-04-2023,156.2,153.5,159.3,156.87,951748456,607,19.4618,4618,94845,4873,64343,3306
02-05-2023,153.7,152.9,158.2,156.1,642701258,607,19.4767,4506,93327,4792,63313,3251
03-05-2023,156.4,146.6,157,153.46,712298158,607,19.4861,4486,94966,4874,64425,3306
04-05-2023,155.9,153.1,160.1,157.62,699535256,607,19.4998,4484,94662,4855,64219,3293
05-05-2023,157,153.8,158,156.53,827705023,607,19.5098,4401,95330,4886,64672,3315
08-05-2023,162.2,156.7,163.7,160.23,721368634,607,19.5188,4562,98488,5046,66814,3423
09-05-2023,165.5,156,166.2,160.72,1730719272,607,19.526,4536,100492,5147,68174,3491
10-05-2023,158.6,157.6,166.1,160.03,1068764496,607,19.5486,4494,96302,4926,65331,3342
11-05-2023,174.4,158.1,174.4,166.01,1621550326,607,19.5741,4848,105896,5410,71840,3670
12-05-2023,177.3,174.8,190.2,182.29,1840412725,607,19.6002,4796,107657,5493,73034,3726
15-05-2023,159.6,159.6,161.1,159.72,2057224299,607,19.674,4501,96909,4926,65743,3342
16-05-2023,151.9,143.7,156.6,148.75,4206192437,607,19.7154,4590,92234,4678,62571,3174
17-05-2023,146.7,145.7,153.9,149.8,1675315846,607,19.7692,4662,89076,4506,60429,3057
18-05-2023,141.7,141.5,149.7,145.71,1120744148,607,19.7963,4502,86040,4346,58370,2949
22-05-2023,136.9,135.6,143.7,139.27,928749963,607,19.8404,4466,83126,4190,56392,2842
23-05-2023,134.4,134,138.5,135.57,828860125,607,19.8627,4471,81608,4109,55363,2787
24-05-2023,133.4,133.4,136.5,134.68,780378063,607,19.8957,4425,81000,4071,54951,2762
25-05-2023,133,132.6,135.2,133.7,738705793,607,19.9386,4428,80758,4050,54786,2748
26-05-2023,134.5,132.2,135.2,133.38,1489496845,607,19.9872,4581,81668,4086,55404,2772
29-05-2023,137.2,134.1,140.7,137.51,1702311558,607,20.0814,4769,83308,4149,56491,2813
30-05-2023,140.6,139.1,142.3,140.79,1637687509,607,20.347,4951,85372,4196,57891,2845
31-05-2023,141,139.9,142.6,141.48,1340884791,607,20.7005,4887,85615,4136,58056,2805
01-06-2023,143.8,141.3,145.4,143.67,1040933983,607,20.7903,4960,87315,4200,59209,2848
02-06-2023,145.9,144.7,149.4,146.72,1263424038,607,20.8822,5115,88590,4242,60073,2877
05-06-2023,154.1,147.3,156.3,152.11,1634913560,607,21.1846,5373,93570,4417,63449,2995
06-06-2023,155.1,151.9,158.5,155.11,1248211087,607,21.4952,5389,94177,4381,63861,2971
07-06-2023,160.7,157.2,162.3,159.77,1719102135,607,23.0625,5561,97577,4231,66167,2869
08-06-2023,161.3,157.9,162.9,160.48,1175839240,607,23.3632,5554,97941,4192,66414,2843
09-06-2023,163.6,159.7,164.9,162.4,1214255021,607,23.4736,5626,99338,4232,67361,2870
12-06-2023,164.6,164.6,169.9,167.11,1356475078,607,23.6542,5589,99945,4225,67773,2865
13-06-2023,165.5,162.4,168.4,165.13,1366424183,607,23.6813,5429,100492,4244,68143,2878
14-06-2023,161.2,157.5,165.5,162.33,1207490455,607,23.6414,5361,97881,4140,66373,2807
15-06-2023,168.2,160.1,168.2,163.23,802878140,607,23.6815,5495,102131,4313,69255,2924
16-06-2023,176.9,166.9,180.1,174.5,2077397991,607,23.6814,5475,107414,4536,72837,3076
19-06-2023,174.9,173.1,179.6,176.17,1217224624,607,23.6797,5269,106199,4485,72014,3041
20-06-2023,166,164.7,173.8,169.53,1117679270,607,23.6194,5252,100795,4267,68349,2894
21-06-2023,158.9,158.4,167.3,161.82,1121707087,607,23.5917,5187,96484,4090,65426,2773
22-06-2023,166.3,157.1,166.9,161.58,1467298555,607,23.6665,5428,100977,4267,68473,2893
23-06-2023,168,164.3,170.6,167.8,1084309309,607,25.296,5583,102010,4033,69173,2735
26-06-2023,172,167.5,173.1,170.31,930198511,607,25.8696,5733,104438,4037,70820,2738
27-06-2023,170.5,169.9,171.9,170.71,268002767,607,25.8696,5759,103528,4002,70202,2714
03-07-2023,178.9,171.8,178.9,176.39,1014885602,607,26.0781,6015,108628,4165,73661,2825
04-07-2023,176.4,176.4,182.2,179.26,1036168625,607,26.0503,6004,107110,4112,72631,2788
05-07-2023,180.6,173.6,181,178.16,1667884453,607,26.0944,6107,109660,4202,74361,2850
06-07-2023,183.2,179.3,185.9,182.97,1463069342,607,26.0921,6141,111239,4263,75431,2891
07-07-2023,181.2,179.6,185.7,181.97,1267344397,607,26.085,6187,110025,4218,74608,2860
10-07-2023,185.4,183,186.3,184.96,1215020595,607,26.1033,6270,112575,4313,76337,2924
11-07-2023,185.7,184.1,189.7,186.44,1090740510,607,26.1191,6363,112757,4317,76461,2927
12-07-2023,186.5,182.4,187.4,184.96,915309007,607,26.1569,6342,113243,4329,76790,2936
13-07-2023,184,183,188,185.58,1236433933,607,26.1665,6368,111725,4270,75761,2895
14-07-2023,184.8,183.7,187,185.17,856046327,607,26.1917,6438,112211,4284,76090,2905
17-07-2023,194.6,186.3,195.5,190.68,1558815773,607,26.2861,6600,118161,4495,80125,3048
18-07-2023,199.4,194.8,204.4,199.66,1810420558,607,26.8716,6365,121076,4506,82101,3055
19-07-2023,199.9,193.9,201.6,198.3,1045595985,607,26.9448,6571,121379,4505,82307,3055
20-07-2023,201.6,196.7,204,200.73,1152897627,607,26.9362,6682,122412,4544,83007,3082
21-07-2023,203,198.8,203.2,200.8,789686000,607,26.9428,6688,123262,4575,83584,3102
24-07-2023,198.3,196,205.5,201.79,967306877,607,26.9697,6695,120408,4465,81649,3027
25-07-2023,194.2,191.4,200,195.88,897571859,607,26.9748,6605,117918,4371,79960,2964
26-07-2023,203.5,193.2,204.8,198.48,995429795,607,26.9768,6744,123565,4580,83790,3106
27-07-2023,204,200.8,204.4,202.58,844269526,607,26.9794,6856,123869,4591,83995,3113
28-07-2023,217.2,204.8,218.8,210.44,1827965294,607,26.9879,7067,131884,4887,89430,3314
31-07-2023,216.1,215.9,221.2,218.2,1004531786,607,26.9808,7217,131216,4863,88978,3298
01-08-2023,214.8,213.7,219.1,216.23,721925837,607,26.9814,7169,130427,4834,88442,3278
02-08-2023,220.2,213.6,223.2,219.81,1248807550,607,26.9868,7259,133705,4954,90666,3360
03-08-2023,228.3,222.6,237.5,230.29,2280483843,607,26.9983,7222,138624,5135,94001,3482
04-08-2023,230.8,225.6,235.9,230.5,1254683337,607,27.0031,7401,140142,5190,95030,3519
07-08-2023,227.7,225.6,236.1,230.02,1453499648,607,27.0137,7470,138259,5118,93754,3471
08-08-2023,231.2,225.7,232.5,229.84,1291425899,607,27.0306,7412,140385,5194,95195,3522
09-08-2023,254.3,232.2,254.3,244.31,3230738957,607,27.0378,7601,154411,5711,104706,3873
10-08-2023,266.7,254.3,275.4,268.99,4064949678,607,27.0464,7442,161940,5987,109812,4060
11-08-2023,272.7,261.8,277.5,269.44,1948706862,607,27.0546,7714,165583,6120,112282,4150
14-08-2023,272.5,265,278,272.93,2024953323,607,27.0656,7737,165462,6113,112200,4145
15-08-2023,259.3,253.5,273.5,261.5,2052065221,607,27.0707,7691,157447,5816,106765,3944
16-08-2023,256,249.4,262.1,254.52,2445470839,607,27.0741,7662,155443,5741,105406,3893
17-08-2023,252.5,251.5,258.7,254.41,1569727203,607,27.1169,7764,153318,5654,103965,3834
18-08-2023,235,233.2,252.7,241.26,3174074911,607,27.1094,7513,142692,5264,96759,3569
21-08-2023,252.2,232.9,256,246.27,2899512707,607,27.1763,7797,153136,5635,103857,3822
22-08-2023,251,243.8,256.5,249.03,2296770426,607,27.2165,7771,152407,5600,103363,3798
23-08-2023,243,243,253.5,246.74,1854150332,607,27.2226,7602,147550,5420,100068,3676
24-08-2023,240.1,240.1,250.9,245.7,2426794959,607,27.1425,7492,145789,5371,98874,3643
25-08-2023,257,240.5,258.4,249.06,2374619551,607,26.4536,7717,156050,5899,105833,4001
28-08-2023,256,255.2,266,258.38,2095127996,607,26.5749,7942,155443,5849,105422,3967
29-08-2023,257.1,252.7,260,256.26,1329548047,607,26.6242,7907,156111,5864,105875,3977
31-08-2023,252.2,252.2,257.8,254.43,1539928083,607,26.6242,7918,153136,5752,103857,3901
01-09-2023,259.2,252.8,261,257.69,1412431927,607,26.7264,8056,157386,5889,106739,3994
04-09-2023,262.4,260.7,268.2,263.25,1702537479,607,26.7831,8141,159329,5949,108057,4035
05-09-2023,264.2,259.9,264.2,261.94,1132108572,607,26.8087,8236,160422,5984,108798,4058
06-09-2023,258.8,257.4,265.1,260.36,1256269582,607,26.8183,8182,157143,5860,106700,3979
07-09-2023,273,263,275,268.18,2694102029,607,26.8531,8338,165766,6173,112555,4192
08-09-2023,270,268.5,274.7,270.51,1250150682,607,26.857,8325,163944,6104,111318,4145
11-09-2023,270,269.4,275.1,270.75,1317877890,607,26.8897,8146,163944,6097,111318,4140
12-09-2023,270.5,267.9,272.8,270.4,1802126636,607,26.9066,8160,164248,6104,111524,4145
13-09-2023,270,269.7,275.5,270.81,1905236505,607,26.9509,8014,163944,6083,111318,4130
14-09-2023,273.9,264.5,273.9,269.56,2051165337,607,26.9554,8119,166312,6170,112926,4189
15-09-2023,270,270,286.2,277.13,2614007814,607,26.9785,7962,163944,6077,111318,4126
18-09-2023,268,266.9,271.4,268.68,1591155158,607,27.03,7680,162730,6020,110493,4088
19-09-2023,276.1,268.2,283.2,273.75,1735346747,607,27.0424,7784,167648,6199,113833,4209
20-09-2023,270,270,277.9,272.85,1084274282,607,27.0396,7720,163944,6063,111318,4117
21-09-2023,275.7,269.3,277.3,273.04,1173459032,607,27.0507,8000,167405,6189,113668,4202
22-09-2023,273.4,271.3,278.4,274.27,957027849,607,27.1528,8039,166008,6114,112720,4151
25-09-2023,277.7,270.6,279.4,274.67,1241627724,607,27.224,8305,168619,6194,114493,4206
26-09-2023,275.4,273.6,283.6,275.84,1322593682,607,27.2598,8242,167223,6134,113544,4165
27-09-2023,270,269.7,276.7,271.13,1228764637,607,27.3131,8214,163944,6002,111318,4076
28-09-2023,270,269.2,272.2,270.37,1098869165,607,27.4245,8219,163944,5978,111220,4055
29-09-2023,274.7,270.6,277.9,273.89,1625277004,607,27.426,8335,166798,6082,113156,4126
02-10-2023,291.5,274.4,291.5,283.17,2343604062,607,27.4537,8487,176999,6447,120076,4374
03-10-2023,284.5,280.4,294.4,284.49,1939193251,607,27.5013,8514,172748,6281,117193,4261
04-10-2023,289.9,281.8,291.5,288.1,4503861282,607,27.5812,8333,176027,6382,119417,4330
05-10-2023,294.3,285.5,295.4,290.67,3272705972,607,27.5759,8488,178699,6480,121229,4396
06-10-2023,310,292.2,313.6,306.51,3151776106,607,27.6076,8465,188232,6818,127697,4625
09-10-2023,313,299.9,319.2,312.56,2925722322,607,27.7058,8193,190054,6860,128932,4654
10-10-2023,320,312,326.3,318.71,2909955423,607,27.729,8443,194304,7007,131816,4754
11-10-2023,320.6,319,323.1,320.85,2277338213,607,27.7393,8331,194668,7018,132063,4761
12-10-2023,320,313.1,330.4,320.94,2594954445,607,27.7576,8259,194304,7000,131816,4749
13-10-2023,320,318.2,325.2,320.68,1394231461,607,27.7939,8113,194304,6991,131816,4743
16-10-2023,319.7,317.6,324.8,320,1691095258,607,27.8865,7935,194122,6961,131692,4722
17-10-2023,313,309.4,323.1,314.92,1847126746,607,27.9221,8115,190054,6807,128932,4618
18-10-2023,298,298,312.9,302.8,2116900072,607,28.0163,7843,180946,6459,122753,4382
19-10-2023,293.9,293.6,301.2,296.6,1477123112,607,28.0153,7769,178456,6370,121065,4321
20-10-2023,284.8,279.8,298.6,287.59,1779550212,607,28.0218,7511,172931,6171,117316,4187
23-10-2023,290.4,285.2,297.2,291.48,1544067626,607,28.0608,7750,176331,6284,119623,4263
24-10-2023,301.5,289.5,304.5,299.72,1388141899,607,28.1042,7990,183071,6514,124195,4419
25-10-2023,283.4,282.3,302.6,295.51,1328082108,607,28.1313,7425,172080,6117,116739,4150
26-10-2023,277.7,277.3,290.8,281.58,3227689278,607,28.1532,7662,168619,5989,114391,4063
27-10-2023,277.1,272.5,281.4,276.77,1566561475,607,28.1765,7706,168255,5971,114144,4051
30-10-2023,278.8,275.2,281.3,278.55,1046852475,607,28.2552,7713,169287,5991,114845,4065
31-10-2023,272,271.8,283.7,277.74,1627970304,607,28.2874,7514,165158,5839,112043,3961
01-11-2023,275.9,268.7,277.5,274.14,1467367129,607,28.28,7529,167526,5924,113650,4019
02-11-2023,289.5,277.4,290.5,285.28,1413219383,607,28.3573,7664,175784,6199,119252,4205
