Tarih,Kapanış(TL),Min(TL),Max(TL),AOF(TL),Hacim(TL),Sermaye(mn TL),USDTRY,BIST 100,PiyasaDeğeri(mn TL),PiyasaDeğeri(mn USD),HalkaAçık PD(mn TL),HalkaAçık PD(mn USD)
29-07-2020,72.1,71.1,74.4,72.36,289841335,607,6.9497,1136,43779,6299,29695,4273
30-07-2020,71.45,71.3,72.3,71.65,85441650,607,6.9497,1127,43384,6243,29428,4234
04-08-2020,64.75,64.75,72.15,67.78,772145341,607,6.9459,1087,39316,5660,26668,3839
05-08-2020,63.5,62.05,66.85,63.97,523807030,607,6.9998,1092,38557,5508,26153,3736
06-08-2020,62.5,62.15,64.45,62.95,461201645,607,7.1722,1034,37950,5291,25741,3589
07-08-2020,62.6,61.15,63.6,62.36,549488829,607,7.2792,1061,38011,5222,25783,3542
10-08-2020,64.7,62.45,65.15,64.34,587212430,607,7.3128,1076,39286,5372,26648,3644
11-08-2020,65.45,64.25,66.8,65.73,583843271,607,7.2613,1110,39741,5473,26956,3712
12-08-2020,67.2,65.45,67.2,66.24,483765655,607,7.2996,1114,40804,5590,27677,3792
13-08-2020,67.45,66.4,68.2,67.23,474395761,607,7.3278,1100,40956,5589,27780,3791
14-08-2020,67.2,65.9,68.05,67,304856117,607,7.3577,1084,40804,5546,27677,3762
17-08-2020,66.85,66.8,67.5,67.11,140571940,607,7.381,1086,40591,5499,27533,3730
18-08-2020,66.7,66.7,68.5,67.22,262686232,607,7.3812,1092,40500,5487,27471,3722
19-08-2020,70.05,68.5,71,69.38,777080449,607,7.3609,1125,42534,5778,28851,3920
20-08-2020,68.65,68.4,70.25,69,249580219,607,7.3083,1127,41684,5704,28274,3869
21-08-2020,68,67.5,69.4,68.42,237738136,607,7.2286,1110,41290,5712,28007,3874
24-08-2020,69.55,67.35,69.85,68.99,258551228,607,7.3504,1108,42231,5745,28645,3897
25-08-2020,69.6,68.1,69.75,69.09,231392189,607,7.3807,1092,42261,5726,28666,3884
26-08-2020,71.65,68.45,71.7,70.49,404018941,607,7.3591,1099,43506,5912,29510,4010
27-08-2020,71.1,70.85,72.65,71.78,222120127,607,7.3306,1109,43172,5889,29284,3995
28-08-2020,69.8,69.7,71.4,70.37,144060854,607,7.3182,1101,42383,5791,28748,3928
31-08-2020,67.85,67.4,70.2,68.35,397307768,607,7.3393,1079,41199,5613,27945,3808
01-09-2020,67.75,67.3,69.1,68.03,291265397,607,7.3553,1085,41138,5593,27904,3794
02-09-2020,68.2,67.75,68.25,67.97,160270081,607,7.3696,1084,41411,5619,28089,3811
03-09-2020,67.45,67.3,68.4,67.78,159954299,607,7.4127,1076,40956,5525,27780,3748
04-09-2020,67.75,67.15,68.35,67.66,140538397,607,7.4267,1086,41138,5539,27965,3766
07-09-2020,67.7,67.3,68.2,67.66,111210925,607,7.4483,1097,41107,5519,27945,3752
08-09-2020,67.55,67.2,67.95,67.6,140246996,607,7.4672,1090,41016,5493,27883,3734
09-09-2020,68.2,67.45,68.6,68.19,167732881,607,7.4805,1100,41411,5536,28151,3763
10-09-2020,67.7,67.2,68.6,67.69,162720568,607,7.4688,1099,41107,5504,27945,3742
11-09-2020,69.3,67.7,69.4,68.67,227797229,607,7.453,1103,42079,5646,28605,3838
14-09-2020,70.3,68.75,70.55,69.73,198414035,607,7.4823,1107,42686,5705,29018,3878
15-09-2020,70.1,69.05,71.85,70.95,286696920,607,7.4803,1111,42565,5690,28935,3868
16-09-2020,69.6,69.6,71.45,70.4,179433447,607,7.4812,1107,42261,5649,28729,3840
17-09-2020,70.2,68.8,71.3,69.68,171472462,607,7.5287,1111,42625,5662,28977,3849
18-09-2020,70.15,69.6,70.35,70,142621797,607,7.548,1112,42595,5643,28956,3836
21-09-2020,68.8,68.8,70.25,69.46,160564077,607,7.5857,1087,41775,5507,28399,3744
22-09-2020,69,68.55,69.9,69.22,215807530,607,7.6389,1096,41897,5485,28481,3728
23-09-2020,68.5,68.35,69.6,68.77,135964784,607,7.6708,1103,41593,5422,28275,3686
24-09-2020,69,68.15,69.2,68.76,138696206,607,7.6768,1120,41897,5458,28481,3710
25-09-2020,69.2,69.2,70.45,69.79,215596744,607,7.5682,1124,42018,5552,28564,3774
28-09-2020,68.4,68.35,69.6,68.72,207522048,607,7.7647,1121,41532,5349,28234,3636
29-09-2020,68.7,68,69,68.59,193263511,607,7.8221,1123,41715,5333,28358,3625
30-09-2020,69.6,68.8,69.9,69.39,220884231,607,7.7662,1145,42261,5442,28729,3699
01-10-2020,69.9,69.3,70.85,70.11,168167904,607,7.7085,1144,42443,5506,28853,3743
02-10-2020,69.35,69.1,69.8,69.36,87493606,607,7.7427,1145,42109,5439,28626,3697
05-10-2020,70.3,69.4,70.4,69.88,121673431,607,7.7446,1161,42686,5512,29018,3747
06-10-2020,69.45,69.45,70.75,70.04,213109668,607,7.7591,1154,42170,5435,28667,3695
07-10-2020,68.9,68.8,69.45,69.09,153019291,607,7.8408,1152,41836,5336,28557,3642
08-10-2020,69.25,68.8,69.55,69.11,214579772,607,7.9073,1150,42049,5318,28702,3630
09-10-2020,70,69.1,70,69.53,149368261,607,7.9215,1166,42504,5366,29013,3663
12-10-2020,70,69.85,71,70.42,236319744,607,7.8815,1178,42504,5393,29013,3681
13-10-2020,68.85,68.85,70.1,69.31,202543265,607,7.892,1175,41806,5297,28537,3616
14-10-2020,69,68.3,69.2,68.8,168164234,607,7.9348,1189,41897,5280,28599,3604
15-10-2020,69.45,68.8,70,69.42,239435738,607,7.9259,1180,42170,5321,28785,3632
16-10-2020,69.7,69,69.8,69.47,148800069,607,7.9272,1193,42322,5339,28889,3644
19-10-2020,68.6,68.45,70.05,69.27,215556133,607,7.892,1205,41654,5278,28433,3603
20-10-2020,69.3,68.5,69.9,69.15,371271277,607,7.8903,1210,42079,5333,28723,3640
21-10-2020,70.15,69.25,70.35,69.85,202963743,607,7.832,1212,42595,5439,29075,3712
22-10-2020,72.95,70.35,73.1,71.69,506543407,607,7.8166,1198,44295,5667,30236,3868
23-10-2020,70.2,70.15,72.95,71.34,318115053,607,7.9522,1191,42625,5360,29096,3659
26-10-2020,70.2,69.3,71.75,70.71,330989670,607,8.0429,1144,42625,5300,29096,3618
27-10-2020,70.6,69.55,72.05,70.44,238555742,607,8.1357,1153,42868,5269,,
28-10-2020,68.5,68.5,70.55,69.52,90077474,607,8.1357,1127,41593,5112,28392,3490
30-10-2020,66.8,66.1,69.25,67.55,311879137,607,8.3232,1112,40561,4873,27687,3326
02-11-2020,67.2,66.9,69,67.71,221974449,607,8.3911,1134,40804,4863,27853,3319
03-11-2020,68.2,67.35,68.55,67.91,220530993,607,8.4698,1151,41411,4889,28267,3337
04-11-2020,69,68.3,69.3,68.77,151156740,607,8.4705,1168,41897,4946,28599,3376
05-11-2020,69,68.35,69.35,68.84,157838525,607,8.4569,1180,41897,4954,28599,3382
06-11-2020,70,68.8,70,69.23,210272969,607,8.4765,1192,42504,5014,29013,3423
09-11-2020,70.4,68.95,71.7,70.3,311620676,607,8.1926,1232,42747,5218,29179,3562
10-11-2020,69,69,70.85,69.64,244023473,607,8.2507,1243,41897,5078,28599,3466
11-11-2020,69,68.7,69.95,69.23,248026439,607,8.0622,1279,41897,5197,28599,3547
12-11-2020,68.5,68.5,69.7,69.03,275564708,607,7.8037,1272,41593,5330,28392,3638
13-11-2020,68.9,68.35,69.15,68.72,146363067,607,7.6435,1291,41836,5473,28557,3736
16-11-2020,68.75,68.65,69.5,69.03,149657329,607,7.6889,1293,41745,5429,28495,3706
17-11-2020,69.95,69.35,71.2,70.32,500829367,607,7.7533,1260,42474,5478,28993,3739
18-11-2020,70.65,69.1,70.7,69.96,265271615,607,7.7334,1295,42899,5547,29283,3787
19-11-2020,70,69.5,71.3,70.56,276160301,607,7.6837,1313,42504,5532,29013,3776
20-11-2020,69.6,69.55,70.5,69.92,206816858,607,7.5922,1324,42261,5566,28847,3800
23-11-2020,69.55,69.15,70.2,69.66,199998502,607,7.7733,1314,42231,5433,28827,3708
24-11-2020,68.65,68.65,69.9,69.03,219270429,607,7.9313,1321,41684,5256,28454,3588
25-11-2020,69.5,68.8,69.7,69.16,206164818,607,7.9558,1325,42200,5304,28806,3621
26-11-2020,70.3,69.25,70.45,70,217660696,607,7.9088,1342,42686,5397,29138,3684
27-11-2020,69.85,69.5,70.75,70.13,167621500,607,7.8116,1329,42413,5429,28951,3706
30-11-2020,70,70,71.85,70.73,700078342,607,7.8032,1284,42504,5447,29013,3718
01-12-2020,70.35,69.9,71.1,70.42,315486883,607,7.8553,1325,42717,5438,29158,3712
02-12-2020,69.7,69.6,70.6,69.95,194933060,607,7.8221,1325,42322,5411,28889,3693
03-12-2020,71.1,69.25,71.1,70.31,296877290,607,7.8614,1331,43172,5492,29469,3749
04-12-2020,70.7,70,71.25,70.28,251258154,607,7.7936,1331,42929,5508,29303,3760
07-12-2020,70.35,70.25,71,70.57,150692619,607,7.8514,1330,42717,5441,29158,3714
08-12-2020,69,69,70.75,69.82,208606958,607,7.8227,1340,41897,5356,28599,3656
09-12-2020,68.6,68.6,70.45,69.46,417054146,607,7.8344,1350,41654,5317,28433,3629
10-12-2020,69.05,68.9,69.5,69.17,195245277,607,7.864,1353,41927,5332,28619,3639
11-12-2020,70.15,69.45,70.6,70.01,277890298,607,7.9492,1371,42595,5358,29075,3658
14-12-2020,70.35,69.75,70.7,70.23,223905358,607,7.8841,1389,42717,5418,29158,3698
15-12-2020,71,70.65,72.5,71.38,292687907,607,7.8473,1395,43111,5494,29419,3749
16-12-2020,70.1,70.1,71.35,70.57,186889358,607,7.8013,1392,42565,5456,29046,3723
17-12-2020,71.15,70.2,71.55,70.94,273220354,607,7.765,1399,43202,5564,29481,3797
18-12-2020,72.5,70.75,72.5,71.7,229482352,607,7.7036,1408,44022,5714,30041,3900
21-12-2020,73.6,72.65,74.3,73.4,355073345,607,7.6907,1384,44690,5811,30496,3965
22-12-2020,72,71.9,73.65,72.42,307305857,607,7.6505,1405,43718,5714,29833,3900
23-12-2020,73.95,72,74.35,73.53,330452585,607,7.6458,1418,44902,5873,30641,4008
24-12-2020,73.2,73,75,73.76,208021134,607,7.6327,1426,44447,5823,30331,3974
25-12-2020,73.2,72.95,73.65,73.26,64229289,607,7.5653,1426,44447,5875,30331,4009
28-12-2020,73.55,73.2,74,73.67,93946276,607,7.4873,1439,44660,5965,30476,4070
29-12-2020,75.6,73.3,75.85,74.49,262737691,607,7.4197,1460,45904,6187,31325,4222
30-12-2020,76.8,75,76.8,75.94,337341095,607,7.3537,1480,46633,6341,31822,4327
31-12-2020,75.5,75.5,76.8,75.96,278432312,607,7.4327,1477,45844,6168,31284,4209
04-01-2021,77.65,75.7,77.8,77.03,199096811,607,7.3734,1495,47149,6394,32175,4364
05-01-2021,76.95,75.7,77.05,76.38,262064049,607,7.3999,1490,46724,6314,31884,4309
06-01-2021,76.45,75.65,76.95,76.1,187660907,607,7.3432,1505,46420,6322,31677,4314
07-01-2021,76.85,76,77.3,76.56,368052533,607,7.2864,1522,46663,6404,31843,4370
08-01-2021,76.4,75.05,76.45,75.81,266512865,607,7.3622,1541,46390,6301,31657,4300
11-01-2021,76.2,75.85,77.1,76.38,272466381,607,7.4565,1536,46269,6205,31574,4234
12-01-2021,76.3,75.7,76.6,76.02,157419233,607,7.4743,1550,46329,6198,31615,4230
13-01-2021,77,75.65,77,76.22,229440924,607,7.4419,1559,46754,6283,31905,4287
14-01-2021,76.5,76.15,77.85,76.86,282239066,607,7.4018,1547,46451,6276,31698,4282
15-01-2021,74.35,74.35,76.35,75.17,185186127,607,7.401,1524,45145,6100,30807,4163
18-01-2021,75,73.15,75,74.02,173588065,607,7.5087,1557,45540,6065,31076,4139
19-01-2021,74.3,74.2,75.6,74.92,153453739,607,7.4619,1565,45115,6046,30786,4126
20-01-2021,75.4,73.3,75.4,74.29,312113832,607,7.4501,1569,45783,6145,31242,4194
21-01-2021,73.6,73.6,75.7,74.47,256089191,607,7.3969,1552,44690,6042,30496,4123
22-01-2021,74.05,72.7,74.05,73.46,188772544,607,7.4118,1542,44963,6066,30683,4140
25-01-2021,73.8,73.35,74.7,73.96,186931615,607,7.393,1540,44811,6061,30584,4137
26-01-2021,75,73.3,75.4,74.58,327124601,607,7.3968,1536,45540,6157,31081,4202
27-01-2021,74.4,73.75,75.3,74.22,246925122,607,7.3676,1467,45176,6132,30832,4185
28-01-2021,74.35,73.35,74.5,73.96,254920271,607,7.3856,1498,45145,6113,30812,4172
29-01-2021,71.95,71.95,74,72.89,276283575,607,7.3348,1473,43688,5956,29817,4065
01-02-2021,71.5,71.45,72.25,71.83,149189578,607,7.2315,1492,43415,6004,29631,4097
02-02-2021,71.35,71.2,72.15,71.62,167554781,607,7.1501,1511,43324,6059,29568,4135
03-02-2021,71.1,70.1,71.65,70.79,331126585,607,7.1627,1534,43172,6027,29465,4114
04-02-2021,71.55,71.25,72.2,71.74,208489384,607,7.1453,1535,43445,6080,29651,4150
05-02-2021,70.9,70.9,72.15,71.63,176087790,607,7.0917,1527,43050,6071,29382,4143
08-02-2021,71,70.6,71.6,71.14,191841615,607,7.0791,1535,43111,6090,29423,4156
09-02-2021,70.4,70.4,71.1,70.64,165664235,607,7.0949,1544,42747,6025,29175,4112
10-02-2021,71.25,70.6,71.95,71.42,352236523,607,7.064,1547,43263,6124,29527,4180
11-02-2021,70.05,70,71.25,70.47,175950170,607,7.0531,1546,42534,6031,29030,4116
12-02-2021,68.95,68.85,69.9,69.16,165732855,607,7.0288,1538,41866,5956,28574,4065
15-02-2021,69.3,69.2,70,69.51,104666047,607,6.985,1562,42079,6024,28719,4112
16-02-2021,68.05,67.5,69.55,68.62,204696574,607,6.9275,1543,41320,5965,28201,4071
17-02-2021,68.6,67.7,68.85,68.35,350740015,607,7.0167,1541,41654,5936,28429,4052
18-02-2021,68.4,68.4,69.7,69.01,363364134,607,6.9652,1546,41532,5963,28346,4070
19-02-2021,68.45,68.3,69.4,68.69,213165349,607,6.9736,1560,41563,5960,28367,4068
22-02-2021,67,67,68.5,67.67,207336387,607,7.0066,1551,40682,5806,27766,3963
23-02-2021,66.15,66.15,67.75,66.83,227427795,607,7.038,1518,40166,5707,27413,3895
24-02-2021,65.4,65.4,66.65,66.05,274264467,607,7.1485,1483,39711,5555,27103,3791
25-02-2021,65.3,64.8,66.55,65.69,254090885,607,7.2054,1488,39650,5503,27061,3756
26-02-2021,66.1,63.65,67.15,66.19,396172550,607,7.3841,1471,40136,5435,27393,3710
01-03-2021,66.75,65.85,67.05,66.53,167563426,607,7.316,1527,40531,5540,27662,3781
02-03-2021,68.1,67.1,68.6,67.78,240082124,607,7.3248,1529,41350,5645,28222,3853
03-03-2021,67,66.8,68.55,67.69,215643190,607,7.3524,1531,40682,5533,27766,3776
04-03-2021,66.45,66.35,67.55,66.77,220391616,607,7.4659,1538,40348,5404,27538,3688
05-03-2021,67.9,66.35,68.4,67.52,252770724,607,7.5231,1542,41229,5480,28139,3740
08-03-2021,66.85,66.85,68.4,67.42,241126032,607,7.6075,1530,40591,5336,27704,3642
09-03-2021,68.25,67.55,69.95,68.78,773626003,607,7.654,1549,41441,5414,28284,3695
10-03-2021,68.9,68.15,69.1,68.63,393905820,607,7.6088,1565,41836,5498,28553,3753
11-03-2021,70.35,69.05,70.75,70.14,439667490,607,7.4581,1556,42717,5728,29154,3909
12-03-2021,71.25,69.35,71.4,70.68,315002877,607,7.5846,1557,43263,5704,29527,3893
15-03-2021,71.25,70.65,71.85,71.21,258091976,607,7.551,1555,43263,5729,29527,3910
16-03-2021,72.25,71,72.25,71.75,259159584,607,7.5176,1570,43870,5836,29941,3983
17-03-2021,71.65,71.55,72.6,72.03,284454387,607,7.5115,1562,43506,5792,29693,3953
18-03-2021,71.65,71.2,73.65,72.42,346233223,607,7.4708,1551,43506,5823,29697,3975
19-03-2021,72,71.15,73,72.11,484498062,607,7.2801,1529,43718,6005,29842,4099
22-03-2021,64.8,64.8,69.2,65.69,561884751,607,7.9182,1379,39347,4969,26858,3392
23-03-2021,67.7,59.15,68.7,65.33,538483571,607,7.8222,1377,41107,5255,28060,3587
24-03-2021,69,66.75,69.8,68.68,339105442,607,7.9809,1414,41897,5250,28599,3583
25-03-2021,70.35,68.55,70.8,69.93,472281890,607,7.9552,1394,42717,5370,29158,3665
26-03-2021,72,68,72,69.8,466164041,607,8.0037,1382,43718,5462,29842,3729
29-03-2021,70.9,70.55,71.85,70.96,227274570,607,8.1338,1393,43050,5293,29386,3613
30-03-2021,71.5,70.4,72.5,71.37,264486330,607,8.341,1396,43415,5205,29635,3553
31-03-2021,70.6,69.75,71.65,70.43,269502668,607,8.3408,1392,42868,5140,29262,3508
01-04-2021,70.65,70.55,71.45,70.86,165291443,607,8.1854,1427,42899,5241,29283,3577
02-04-2021,71,70.8,71.6,71.09,166579112,607,8.0506,1430,43111,5355,29428,3655
05-04-2021,70.45,70.35,71.1,70.67,117364687,607,8.154,1442,42777,5246,29200,3581
06-04-2021,68.85,68.85,70.85,69.65,247698361,607,8.1588,1421,41806,5124,28537,3498
07-04-2021,68.95,67.5,69.35,68.5,241147626,607,8.1836,1418,41866,5116,28578,3492
08-04-2021,69.4,68.8,70.15,69.61,243586676,607,8.1665,1417,42140,5160,28765,3522
09-04-2021,68.95,67.85,70.1,69.23,322763311,607,8.153,1393,41866,5135,28578,3505
12-04-2021,69.05,69.05,70.35,69.71,288991086,607,8.1828,1376,41927,5124,28619,3498
13-04-2021,69.35,68.8,69.95,69.41,193212379,607,8.153,1378,42109,5165,28744,3526
14-04-2021,69.3,68.85,70.35,69.58,135300560,607,8.0875,1409,42079,5203,28723,3552
15-04-2021,69.15,68.7,69.75,69.13,182238359,607,8.0712,1408,41988,5202,28661,3551
16-04-2021,68.7,68.6,69.9,69.19,162399647,607,8.0719,1408,41715,5168,28474,3528
19-04-2021,67.5,67.15,69,68,162465390,607,8.0659,1377,40986,5081,27977,3469
20-04-2021,65.65,65.65,67.7,66.51,119649649,607,8.1157,1365,39863,4912,27146,3345
21-04-2021,65.6,64.65,66.9,65.95,240748027,607,8.158,1330,39832,4883,27126,3325
22-04-2021,65.95,63.95,66.6,65.48,177333110,607,8.2843,1345,40045,4834,27271,3292
26-04-2021,66.05,65.4,66.3,65.92,162688438,607,8.3445,1374,40106,4806,27312,3273
27-04-2021,66.8,66.45,68.7,67.49,242420569,607,8.2458,1392,40561,4919,27622,3350
28-04-2021,66.3,65.55,67.2,66.33,204676018,607,8.2008,1386,40257,4909,27415,3343
29-04-2021,66.4,66.05,67.2,66.54,129313527,607,8.19,1402,40318,4923,27457,3352
30-04-2021,65,65,66.3,65.72,202815954,607,8.2459,1398,39468,4786,26878,3260
03-05-2021,65.75,64.65,65.8,65.3,197486279,607,8.3069,1421,39923,4806,27188,3273
04-05-2021,64.7,64.7,66.25,65.5,232710096,607,8.3241,1416,39286,4720,26754,3214
05-05-2021,65.4,63.95,65.7,64.8,260959634,607,8.355,1420,39711,4753,27043,3237
06-05-2021,66.1,65.15,66.25,65.64,318978442,607,8.3211,1428,40136,4823,27333,3285
07-05-2021,64.7,64.4,65.7,64.84,397728894,607,8.2879,1441,39286,4740,26742,3227
10-05-2021,65.9,64.7,66.1,65.67,269689534,607,8.2605,1461,40014,4844,27238,3297
11-05-2021,64.9,64.65,65.6,65.13,259542092,607,8.3016,1445,39407,4747,26825,3231
12-05-2021,64.85,64.45,65.5,65.09,75056107,607,8.3016,1441,39377,4743,26804,3229
17-05-2021,65.6,65.05,65.95,65.57,173802979,607,8.3619,1454,39832,4764,27114,3243
18-05-2021,65.65,65.65,66.55,66.03,197869334,607,8.3431,1460,39863,4778,27135,3252
20-05-2021,63,62.8,64.2,63.27,254544332,607,8.384,1450,38254,4563,26039,3106
21-05-2021,62.9,62.9,63.85,63.28,180141402,607,8.3705,1452,38193,4563,25998,3106
24-05-2021,62.5,61.8,63.05,62.36,260082872,607,8.3962,1452,37950,4520,25833,3077
25-05-2021,61.35,60.55,62.9,61.79,308530244,607,8.4098,1400,37252,4430,25357,3015
26-05-2021,61.75,60.6,62,61.34,302078499,607,8.4482,1427,37495,4438,25523,3021
27-05-2021,60.45,60.15,61.7,60.64,395221925,607,8.4475,1415,36705,4345,24985,2958
28-05-2021,64.25,60.2,64.25,62.52,673152690,607,8.5651,1422,39013,4555,26556,3100
31-05-2021,63.95,63.05,64.5,63.77,276207781,607,8.5143,1420,38830,4561,26432,3104
01-06-2021,64.05,63.5,64.4,63.86,139368639,607,8.5185,1432,38891,4565,26473,3108
02-06-2021,62.95,62.7,63.55,63.01,171422040,607,8.6221,1431,38223,4433,25965,3011
03-06-2021,61.65,61.2,63.15,62.08,252774261,607,8.6387,1428,37434,4333,25429,2944
04-06-2021,62.2,61.35,62.2,61.92,109634050,607,8.6976,1433,37768,4342,25656,2950
07-06-2021,61.95,61.8,62.65,62.28,152358688,607,8.6356,1447,37616,4356,25553,2959
08-06-2021,62,61.6,62.6,62.09,152467657,607,8.6046,1448,37646,4375,25573,2972
09-06-2021,62.65,61.8,62.9,62.52,206014318,607,8.5904,1449,38041,4428,25841,3008
10-06-2021,62.7,62.05,63.2,62.63,273858519,607,8.5467,1457,38071,4455,25862,3026
11-06-2021,63.1,62.65,63.3,62.93,130313328,607,8.3697,1461,38314,4578,26027,3110
14-06-2021,64.4,62.85,64.4,63.68,282543612,607,8.3524,1454,39104,4682,26563,3180
15-06-2021,64.2,63.2,65,64.27,252823923,607,8.5628,1443,38982,4553,26481,3093
16-06-2021,64.95,63.95,65.25,64.71,241078857,607,8.5371,1431,39438,4620,26790,3138
17-06-2021,64.05,63.95,65.15,64.4,199318129,607,8.6398,1414,38891,4501,26419,3058
18-06-2021,63.5,63.5,64.7,63.9,171184372,607,8.6802,1391,38557,4442,26192,3017
21-06-2021,64.55,63.4,64.6,64.18,114167247,607,8.7655,1399,39195,4471,26625,3037
22-06-2021,64.1,63.4,64.65,64.06,142752037,607,8.7359,1410,38922,4455,26439,3027
23-06-2021,62.85,62.8,64.45,63.41,172824220,607,8.6294,1402,38163,4422,25886,3000
24-06-2021,63.15,62.85,63.7,63.3,122626258,607,8.6749,1411,38345,4420,26009,2998
25-06-2021,62.05,62,63.25,62.53,112373241,607,8.6928,1392,37677,4334,25556,2940
28-06-2021,62.4,62,62.65,62.36,108804302,607,8.7376,1373,37889,4336,25700,2941
29-06-2021,63.3,62.4,63.3,62.85,186975373,607,8.7208,1372,38436,4407,26071,2990
30-06-2021,62.15,61.75,63.3,62.47,225346162,607,8.6959,1356,37737,4340,25597,2944
01-07-2021,61.9,61.75,62.85,62.2,110979267,607,8.6924,1373,37586,4324,25494,2933
02-07-2021,62.45,61.55,62.45,62.09,142028418,607,8.6954,1377,37920,4361,25721,2958
05-07-2021,62.6,61.95,62.8,62.5,112152983,607,8.6806,1393,38011,4379,25783,2970
06-07-2021,62.3,62.3,62.9,62.55,133934607,607,8.6671,1383,37829,4365,25659,2961
07-07-2021,62.6,62.35,63.1,62.7,98495873,607,8.6813,1391,38011,4378,25783,2970
08-07-2021,62.35,62.15,62.95,62.48,102827125,607,8.7024,1373,37859,4350,25680,2951
09-07-2021,63.25,62.25,63.4,63.02,115754779,607,8.6872,1378,38405,4421,26050,2999
12-07-2021,61.3,61.1,63.5,61.98,182894006,607,8.6475,1357,37221,4304,25247,2920
13-07-2021,61.2,60.95,62,61.51,123400225,607,8.6188,1347,37161,4312,25206,2925
14-07-2021,61.7,61.25,62.1,61.53,134626613,607,8.6278,1367,37464,4342,25412,2945
16-07-2021,61.75,61.45,62.45,61.9,129531948,607,8.5252,1363,37495,4398,25433,2983
19-07-2021,61.1,61.1,61.55,61.26,51632544,607,8.5252,1352,37100,4352,25165,2952
26-07-2021,61.5,61,62.05,61.44,154834176,607,8.5885,1349,37343,4348,25330,2949
27-07-2021,61.75,60.8,61.75,61.32,112449590,607,8.5758,1360,37495,4372,25433,2966
28-07-2021,61.5,61,61.8,61.41,97513794,607,8.56,1361,37343,4362,25330,2959
29-07-2021,63.35,61.9,63.5,62.9,154242900,607,8.5128,1392,38466,4519,26092,3065
30-07-2021,63.4,62.25,63.4,62.79,105214437,607,8.429,1393,38496,4567,26112,3098
02-08-2021,63.1,62.95,63.9,63.41,104369833,607,8.4001,1400,38314,4561,25989,3094
03-08-2021,64.1,62.7,64.35,63.67,197062803,607,8.3379,1409,38922,4668,26400,3166
04-08-2021,63.4,63.3,64.7,63.8,231049587,607,8.4344,1414,38496,4564,26112,3096
05-08-2021,64,63.1,64,63.65,126549090,607,8.5416,1432,38861,4550,26344,3084
06-08-2021,64.5,63.15,64.9,64.12,259128215,607,8.5773,1435,39164,4566,26550,3095
09-08-2021,64.6,64.15,64.9,64.49,108063572,607,8.6582,1433,39225,4530,26591,3071
10-08-2021,68.45,64.6,69.15,67.6,600011488,607,8.6361,1437,41563,4813,28175,3263
11-08-2021,68,67.3,68.75,68,284941228,607,8.6399,1411,41290,4779,27990,3240
12-08-2021,70.1,68,71.4,69.97,435226289,607,8.5877,1444,42565,4956,28855,3360
13-08-2021,69.45,68.25,69.6,68.96,318043773,607,8.5512,1448,42170,4931,28587,3343
16-08-2021,69.95,69.25,70.7,70,212407049,607,8.4833,1455,42474,5007,28793,3394
17-08-2021,69.5,68.95,69.85,69.27,182837979,607,8.4293,1462,42200,5006,28608,3394
18-08-2021,69.7,69.35,70.4,69.86,234052326,607,8.4784,1450,42322,4992,28690,3384
19-08-2021,71.1,69.4,71.1,70.35,254934830,607,8.5264,1440,43172,5063,29266,3432
20-08-2021,71.3,70.6,71.9,71.2,214367978,607,8.5407,1445,43293,5069,29349,3436
23-08-2021,72.4,71.9,73.4,72.73,167782804,607,8.4724,1459,43961,5189,29801,3517
24-08-2021,73.4,72.3,73.5,73.08,231936400,607,8.4283,1466,44568,5288,30213,3585
25-08-2021,73.05,72.65,73.5,73.05,627408343,607,8.3948,1453,44356,5284,30069,3582
26-08-2021,73.6,72.8,73.8,73.37,257009607,607,8.3729,1449,44690,5337,30295,3618
27-08-2021,72.2,71.85,73.5,72.51,222261510,607,8.3903,1458,43840,5225,29719,3542
31-08-2021,71.85,71.05,72.7,71.9,263801351,607,8.3192,1472,43627,5244,29575,3555
01-09-2021,72,71.15,72.95,71.97,219431742,607,8.3025,1474,43718,5266,29637,3570
02-09-2021,72.3,70,72.4,71.72,137081490,607,8.2782,1479,43901,5303,29760,3595
03-09-2021,71.1,70.95,72.3,71.26,163746814,607,8.3099,1469,43172,5195,29266,3522
06-09-2021,70.95,70.7,71.6,71.03,72136775,607,8.2916,1475,43081,5196,29205,3522
07-09-2021,69.65,69.65,70.85,70.03,96346475,607,8.313,1455,42291,5087,28669,3449
08-09-2021,69.5,69,70.1,69.69,126462736,607,8.4214,1434,42200,5011,28608,3397
09-09-2021,69.6,68.7,69.7,69.36,177189097,607,8.4808,1453,42261,4983,28649,3378
10-09-2021,68.8,68.55,69.65,68.94,128563628,607,8.4195,1439,41775,4962,28320,3364
13-09-2021,68.2,67.8,68.8,68.32,104616795,607,8.4593,1438,41411,4895,28073,3319
14-09-2021,67.45,67.3,68.3,67.8,137304271,607,8.4466,1434,40956,4849,27764,3287
15-09-2021,67.7,67.15,69.05,68.14,196069054,607,8.4424,1424,41107,4869,27867,3301
16-09-2021,68.25,67.6,68.45,68.07,125057726,607,8.4554,1418,41441,4901,28093,3323
17-09-2021,69.65,68.3,69.7,69.08,208474990,607,8.5832,1419,42291,4927,28669,3340
20-09-2021,67.6,67.6,69.1,67.98,97641727,607,8.6804,1392,41047,4729,27826,3206
21-09-2021,67.35,67.35,68.5,67.87,142679628,607,8.6456,1386,40895,4730,27723,3207
22-09-2021,68.05,67.2,68.1,67.7,74934430,607,8.6505,1407,41320,4777,28011,3238
